Datetime, Temperature;
10/9/2016 14:15;26,784
10/9/2016 14:30;26,954
10/9/2016 14:45;26,841
10/9/2016 15:00;27,389
10/9/2016 15:15;27,085
10/9/2016 15:30;26,824
10/9/2016 15:45;26,729
10/9/2016 16:00;26,650
10/9/2016 16:15;26,619
10/9/2016 16:30;26,242
10/9/2016 16:45;25,943
10/9/2016 17:00;25,718
10/9/2016 17:15;25,678
10/9/2016 17:30;25,799
10/9/2016 17:45;26,223
10/9/2016 18:00;25,786
10/9/2016 18:15;25,353
10/9/2016 18:30;25,228
10/9/2016 18:45;25,151
10/9/2016 19:00;24,913
10/9/2016 19:15;24,292
10/9/2016 19:30;23,665
10/9/2016 19:45;23,081
10/9/2016 20:00;22,700
10/9/2016 20:15;22,401
10/9/2016 20:30;22,123
10/9/2016 20:45;21,832
10/9/2016 21:00;21,640
10/9/2016 21:15;21,436
10/9/2016 21:30;21,267
10/9/2016 21:45;21,244
10/9/2016 22:00;21,281
10/9/2016 22:15;21,188
10/9/2016 22:30;20,966
10/9/2016 22:45;20,777
10/9/2016 23:00;20,609
10/9/2016 23:15;20,501
10/9/2016 23:30;20,455
10/9/2016 23:45;20,431
11/9/2016 00:00;20,374
11/9/2016 00:15;20,374
11/9/2016 00:30;20,251
11/9/2016 00:45;20,266
11/9/2016 01:00;20,159
11/9/2016 01:15;20,065
11/9/2016 01:30;20,108
11/9/2016 01:45;20,081
11/9/2016 02:00;20,084
11/9/2016 02:15;20,062
11/9/2016 02:30;20,145
11/9/2016 02:45;20,154
11/9/2016 03:00;20,121
11/9/2016 03:15;20,089
11/9/2016 03:30;20,025
11/9/2016 03:45;20,219
11/9/2016 04:00;20,164
11/9/2016 04:15;20,064
11/9/2016 04:30;19,971
11/9/2016 04:45;19,981
11/9/2016 05:00;19,955
11/9/2016 05:15;19,959
11/9/2016 05:30;20,174
11/9/2016 05:45;20,151
11/9/2016 06:00;20,041
11/9/2016 06:15;20,086
11/9/2016 06:30;20,126
11/9/2016 06:45;20,116
11/9/2016 07:00;19,928
11/9/2016 07:15;19,891
11/9/2016 07:30;19,927
11/9/2016 07:45;20,169
11/9/2016 08:00;20,509
11/9/2016 08:15;21,091
11/9/2016 08:30;21,560
11/9/2016 08:45;21,501
11/9/2016 09:00;21,872
11/9/2016 09:15;22,880
11/9/2016 09:30;23,672
11/9/2016 09:45;23,819
11/9/2016 10:00;24,412
11/9/2016 10:15;24,448
11/9/2016 10:30;24,513
11/9/2016 10:45;24,900
11/9/2016 11:00;25,527
11/9/2016 11:15;25,363
11/9/2016 11:30;25,433
11/9/2016 11:45;25,542
11/9/2016 12:00;26,184
11/9/2016 12:15;26,826
11/9/2016 12:30;27,049
11/9/2016 12:45;27,074
11/9/2016 13:00;27,363
11/9/2016 13:15;26,804
11/9/2016 13:30;26,211
11/9/2016 13:45;27,527
11/9/2016 14:00;26,677
11/9/2016 14:15;26,763
11/9/2016 14:30;27,159
11/9/2016 14:45;26,270
11/9/2016 15:00;25,453
11/9/2016 15:15;25,527
11/9/2016 15:30;25,793
11/9/2016 15:45;25,619
11/9/2016 16:00;26,037
11/9/2016 16:15;26,981
11/9/2016 16:30;27,302
11/9/2016 16:45;27,290
11/9/2016 17:00;26,986
11/9/2016 17:15;26,501
11/9/2016 17:30;26,464
11/9/2016 17:45;27,213
11/9/2016 18:00;26,211
11/9/2016 18:15;25,162
11/9/2016 18:30;24,552
11/9/2016 18:45;24,109
11/9/2016 19:00;24,174
11/9/2016 19:15;23,949
11/9/2016 19:30;23,498
11/9/2016 19:45;23,016
11/9/2016 20:00;22,566
11/9/2016 20:15;22,222
11/9/2016 20:30;22,013
11/9/2016 20:45;21,763
11/9/2016 21:00;21,504
11/9/2016 21:15;21,350
11/9/2016 21:30;21,316
11/9/2016 21:45;21,273
11/9/2016 22:00;21,390
11/9/2016 22:15;21,353
11/9/2016 22:30;21,124
11/9/2016 22:45;21,105
11/9/2016 23:00;21,038
11/9/2016 23:15;21,167
11/9/2016 23:30;21,010
11/9/2016 23:45;20,906
12/9/2016 00:00;20,847
12/9/2016 00:15;20,896
12/9/2016 00:30;21,095
12/9/2016 00:45;21,142
12/9/2016 01:00;21,109
12/9/2016 01:15;21,104
12/9/2016 01:30;20,932
12/9/2016 01:45;20,795
12/9/2016 02:00;20,871
12/9/2016 02:15;20,828
12/9/2016 02:30;20,496
12/9/2016 02:45;20,378
12/9/2016 03:00;20,594
12/9/2016 03:15;20,518
12/9/2016 03:30;20,528
12/9/2016 03:45;20,389
12/9/2016 04:00;20,252
12/9/2016 04:15;20,242
12/9/2016 04:30;20,168
12/9/2016 04:45;20,398
12/9/2016 05:00;20,555
12/9/2016 05:15;20,558
12/9/2016 05:30;20,568
12/9/2016 05:45;20,697
12/9/2016 06:00;20,720
12/9/2016 06:15;20,874
12/9/2016 06:30;20,962
12/9/2016 06:45;20,937
12/9/2016 07:00;20,848
12/9/2016 07:15;20,319
12/9/2016 07:30;20,195
12/9/2016 07:45;20,315
12/9/2016 08:00;20,712
12/9/2016 08:15;20,877
12/9/2016 08:30;21,178
12/9/2016 08:45;21,708
12/9/2016 09:00;22,107
12/9/2016 09:15;22,349
12/9/2016 09:30;22,590
12/9/2016 09:45;22,768
12/9/2016 10:00;23,033
12/9/2016 10:15;23,255
12/9/2016 10:30;23,540
12/9/2016 10:45;23,987
12/9/2016 11:00;24,607
12/9/2016 11:15;25,741
12/9/2016 11:30;26,677
12/9/2016 11:45;27,674
12/9/2016 12:00;28,141
12/9/2016 12:15;28,819
12/9/2016 12:30;27,805
12/9/2016 12:45;27,323
12/9/2016 13:00;27,089
12/9/2016 13:15;27,532
12/9/2016 13:30;27,888
12/9/2016 13:45;28,212
12/9/2016 14:00;28,696
12/9/2016 14:15;28,923
12/9/2016 14:30;28,690
12/9/2016 14:45;29,115
12/9/2016 15:00;29,228
12/9/2016 15:15;28,387
12/9/2016 15:30;27,494
12/9/2016 15:45;27,032
12/9/2016 16:00;26,836
12/9/2016 16:15;27,073
12/9/2016 16:30;26,893
12/9/2016 16:45;26,491
12/9/2016 17:00;25,987
12/9/2016 17:15;25,568
12/9/2016 17:30;25,641
12/9/2016 17:45;25,764
12/9/2016 18:00;26,519
12/9/2016 18:15;26,392
12/9/2016 18:30;25,857
12/9/2016 18:45;25,490
12/9/2016 19:00;24,875
12/9/2016 19:15;24,405
12/9/2016 19:30;23,981
12/9/2016 19:45;23,585
12/9/2016 20:00;23,182
12/9/2016 20:15;22,819
12/9/2016 20:30;22,522
12/9/2016 20:45;22,232
12/9/2016 21:00;22,006
12/9/2016 21:15;21,989
12/9/2016 21:30;21,904
12/9/2016 21:45;21,682
12/9/2016 22:00;21,684
12/9/2016 22:15;21,796
12/9/2016 22:30;21,724
12/9/2016 22:45;21,689
12/9/2016 23:00;21,586
12/9/2016 23:15;21,620
12/9/2016 23:30;21,741
12/9/2016 23:45;21,786
13/9/2016 00:00;21,718
13/9/2016 00:15;21,692
13/9/2016 00:30;21,911
13/9/2016 00:45;21,813
13/9/2016 01:00;21,835
13/9/2016 01:15;21,781
13/9/2016 01:30;21,658
13/9/2016 01:45;21,685
13/9/2016 02:00;21,777
13/9/2016 02:15;21,757
13/9/2016 02:30;21,717
13/9/2016 02:45;21,770
13/9/2016 03:00;21,684
13/9/2016 03:15;21,675
13/9/2016 03:30;21,589
13/9/2016 03:45;21,492
13/9/2016 04:00;21,273
13/9/2016 04:15;21,109
13/9/2016 04:30;21,256
13/9/2016 04:45;21,356
13/9/2016 05:00;21,313
13/9/2016 05:15;21,233
13/9/2016 05:30;21,085
13/9/2016 05:45;21,038
13/9/2016 06:00;20,932
13/9/2016 06:15;20,834
13/9/2016 06:30;20,741
13/9/2016 06:45;20,737
13/9/2016 07:00;20,775
13/9/2016 07:15;20,790
13/9/2016 07:30;20,737
13/9/2016 07:45;20,803
13/9/2016 08:00;21,050
13/9/2016 08:15;21,162
13/9/2016 08:30;21,372
13/9/2016 08:45;22,104
13/9/2016 09:00;23,068
13/9/2016 09:15;24,014
13/9/2016 09:30;24,636
13/9/2016 09:45;25,272
13/9/2016 10:00;25,803
13/9/2016 10:15;26,333
13/9/2016 10:30;26,611
13/9/2016 10:45;27,034
13/9/2016 11:00;27,462
13/9/2016 11:15;27,790
13/9/2016 11:30;27,789
13/9/2016 11:45;27,488
13/9/2016 12:00;27,318
13/9/2016 12:15;27,937
13/9/2016 12:30;28,225
13/9/2016 12:45;28,160
13/9/2016 13:00;28,360
13/9/2016 13:15;28,956
13/9/2016 13:30;29,621
13/9/2016 13:45;29,669
13/9/2016 14:00;29,340
13/9/2016 14:15;29,144
13/9/2016 14:30;28,719
13/9/2016 14:45;28,770
13/9/2016 15:00;28,818
13/9/2016 15:15;28,250
13/9/2016 15:30;28,106
13/9/2016 15:45;28,020
13/9/2016 16:00;28,080
13/9/2016 16:15;28,027
13/9/2016 16:30;27,986
13/9/2016 16:45;27,717
13/9/2016 17:00;26,978
13/9/2016 17:15;26,435
13/9/2016 17:30;25,968
13/9/2016 17:45;25,701
13/9/2016 18:00;25,716
13/9/2016 18:15;25,932
13/9/2016 18:30;25,806
13/9/2016 18:45;25,700
13/9/2016 19:00;25,380
13/9/2016 19:15;24,772
13/9/2016 19:30;24,153
13/9/2016 19:45;23,605
13/9/2016 20:00;23,108
13/9/2016 20:15;22,785
13/9/2016 20:30;22,556
13/9/2016 20:45;22,358
13/9/2016 21:00;22,224
13/9/2016 21:15;22,058
13/9/2016 21:30;21,950
13/9/2016 21:45;21,849
13/9/2016 22:00;21,764
13/9/2016 22:15;21,715
13/9/2016 22:30;21,544
13/9/2016 22:45;21,469
13/9/2016 23:00;21,369
13/9/2016 23:15;21,286
13/9/2016 23:30;21,256
13/9/2016 23:45;21,121
14/9/2016 00:00;21,052
14/9/2016 00:15;21,091
14/9/2016 00:30;21,048
14/9/2016 00:45;21,026
14/9/2016 01:00;20,995
14/9/2016 01:15;20,940
14/9/2016 01:30;20,896
14/9/2016 01:45;20,889
14/9/2016 02:00;20,856
14/9/2016 02:15;20,817
14/9/2016 02:30;20,899
14/9/2016 02:45;20,930
14/9/2016 03:00;20,894
14/9/2016 03:15;20,881
14/9/2016 03:30;20,850
14/9/2016 03:45;20,804
14/9/2016 04:00;20,777
14/9/2016 04:15;20,740
14/9/2016 04:30;20,795
14/9/2016 04:45;20,791
14/9/2016 05:00;20,768
14/9/2016 05:15;20,688
14/9/2016 05:30;20,649
14/9/2016 05:45;20,564
14/9/2016 06:00;20,498
14/9/2016 06:15;20,482
14/9/2016 06:30;20,348
14/9/2016 06:45;20,379
14/9/2016 07:00;20,475
14/9/2016 07:15;20,647
14/9/2016 07:30;20,753
14/9/2016 07:45;20,836
14/9/2016 08:00;21,072
14/9/2016 08:15;21,537
14/9/2016 08:30;21,858
14/9/2016 08:45;22,255
14/9/2016 09:00;22,558
14/9/2016 09:15;23,349
14/9/2016 09:30;23,994
14/9/2016 09:45;24,425
14/9/2016 10:00;24,703
14/9/2016 10:15;25,384
14/9/2016 10:30;25,821
14/9/2016 10:45;25,808
14/9/2016 11:00;26,290
14/9/2016 11:15;26,730
14/9/2016 11:30;26,998
14/9/2016 11:45;27,159
14/9/2016 12:00;27,320
14/9/2016 12:15;27,288
14/9/2016 12:30;27,455
14/9/2016 12:45;27,556
14/9/2016 13:00;27,644
14/9/2016 13:15;28,042
14/9/2016 13:30;29,175
14/9/2016 13:45;29,490
14/9/2016 14:00;28,860
14/9/2016 14:15;28,679
14/9/2016 14:30;28,297
14/9/2016 14:45;27,906
14/9/2016 15:00;27,512
14/9/2016 15:15;27,426
14/9/2016 15:30;27,765
14/9/2016 15:45;27,887
14/9/2016 16:00;27,708
14/9/2016 16:15;27,574
14/9/2016 16:30;27,551
14/9/2016 16:45;27,432
14/9/2016 17:00;27,363
14/9/2016 17:15;27,204
14/9/2016 17:30;27,095
14/9/2016 17:45;27,170
14/9/2016 18:00;26,899
14/9/2016 18:15;26,112
14/9/2016 18:30;25,352
14/9/2016 18:45;24,608
14/9/2016 19:00;24,060
14/9/2016 19:15;23,730
14/9/2016 19:30;23,418
14/9/2016 19:45;23,090
14/9/2016 20:00;22,804
14/9/2016 20:15;22,626
14/9/2016 20:30;22,525
14/9/2016 20:45;22,309
14/9/2016 21:00;22,134
14/9/2016 21:15;21,980
14/9/2016 21:30;21,894
14/9/2016 21:45;21,897
14/9/2016 22:00;21,884
14/9/2016 22:15;21,672
14/9/2016 22:30;21,543
14/9/2016 22:45;21,544
14/9/2016 23:00;21,481
14/9/2016 23:15;21,382
14/9/2016 23:30;21,386
14/9/2016 23:45;21,418
15/9/2016 00:00;21,356
15/9/2016 00:15;21,164
15/9/2016 00:30;21,006
15/9/2016 00:45;20,929
15/9/2016 01:00;20,879
15/9/2016 01:15;20,966
15/9/2016 01:30;20,939
15/9/2016 01:45;21,081
15/9/2016 02:00;21,025
15/9/2016 02:15;20,969
15/9/2016 02:30;20,897
15/9/2016 02:45;20,952
15/9/2016 03:00;20,910
15/9/2016 03:15;20,922
15/9/2016 03:30;20,858
15/9/2016 03:45;20,712
15/9/2016 04:00;20,727
15/9/2016 04:15;20,694
15/9/2016 04:30;20,649
15/9/2016 04:45;20,512
15/9/2016 05:00;20,454
15/9/2016 05:15;20,445
15/9/2016 05:30;20,394
15/9/2016 05:45;20,419
15/9/2016 06:00;20,424
15/9/2016 06:15;20,379
15/9/2016 06:30;20,438
15/9/2016 06:45;20,494
15/9/2016 07:00;20,356
15/9/2016 07:15;20,314
15/9/2016 07:30;20,326
15/9/2016 07:45;20,461
15/9/2016 08:00;20,526
15/9/2016 08:15;20,607
15/9/2016 08:30;21,122
15/9/2016 08:45;21,957
15/9/2016 09:00;22,788
15/9/2016 09:15;23,535
15/9/2016 09:30;24,235
15/9/2016 09:45;24,304
15/9/2016 10:00;24,435
15/9/2016 10:15;25,325
15/9/2016 10:30;25,820
15/9/2016 10:45;26,015
15/9/2016 11:00;26,385
15/9/2016 11:15;26,520
15/9/2016 11:30;26,821
15/9/2016 11:45;26,905
15/9/2016 12:00;27,104
15/9/2016 12:15;27,308
15/9/2016 12:30;27,306
15/9/2016 12:45;27,389
15/9/2016 13:00;27,732
15/9/2016 13:15;28,233
15/9/2016 13:30;28,888
15/9/2016 13:45;29,219
15/9/2016 14:00;28,770
15/9/2016 14:15;28,557
15/9/2016 14:30;28,362
15/9/2016 14:45;28,498
15/9/2016 15:00;28,559
15/9/2016 15:15;28,254
15/9/2016 15:30;28,008
15/9/2016 15:45;28,006
15/9/2016 16:00;27,979
15/9/2016 16:15;28,027
15/9/2016 16:30;28,006
15/9/2016 16:45;27,867
15/9/2016 17:00;27,811
15/9/2016 17:15;27,644
15/9/2016 17:30;27,449
15/9/2016 17:45;27,674
15/9/2016 18:00;27,875
15/9/2016 18:15;27,384
15/9/2016 18:30;26,815
15/9/2016 18:45;25,885
15/9/2016 19:00;25,118
15/9/2016 19:15;24,586
15/9/2016 19:30;23,979
15/9/2016 19:45;23,457
15/9/2016 20:00;22,993
15/9/2016 20:15;22,600
15/9/2016 20:30;22,255
15/9/2016 20:45;21,992
15/9/2016 21:00;21,836
15/9/2016 21:15;21,901
15/9/2016 21:30;21,842
15/9/2016 21:45;21,763
15/9/2016 22:00;21,666
15/9/2016 22:15;21,711
15/9/2016 22:30;21,668
15/9/2016 22:45;21,717
15/9/2016 23:00;21,686
15/9/2016 23:15;21,684
15/9/2016 23:30;21,606
15/9/2016 23:45;21,546
16/9/2016 00:00;21,695
16/9/2016 00:15;21,757
16/9/2016 00:30;21,546
16/9/2016 00:45;21,541
16/9/2016 01:00;21,405
16/9/2016 01:15;21,367
16/9/2016 01:30;21,455
16/9/2016 01:45;21,435
16/9/2016 02:00;21,411
16/9/2016 02:15;21,210
16/9/2016 02:30;21,144
16/9/2016 02:45;21,148
16/9/2016 03:00;21,105
16/9/2016 03:15;21,142
16/9/2016 03:30;21,147
16/9/2016 03:45;21,139
16/9/2016 04:00;21,135
16/9/2016 04:15;21,095
16/9/2016 04:30;21,112
16/9/2016 04:45;21,096
16/9/2016 05:00;21,078
16/9/2016 05:15;21,040
16/9/2016 05:30;21,093
16/9/2016 05:45;21,052
16/9/2016 06:00;21,012
16/9/2016 06:15;21,098
16/9/2016 06:30;21,122
16/9/2016 06:45;20,932
16/9/2016 07:00;20,919
16/9/2016 07:15;20,923
16/9/2016 07:30;20,844
16/9/2016 07:45;20,901
16/9/2016 08:00;21,085
16/9/2016 08:15;21,500
16/9/2016 08:30;22,059
16/9/2016 08:45;22,752
16/9/2016 09:00;23,544
16/9/2016 09:15;24,309
16/9/2016 09:30;24,937
16/9/2016 09:45;25,436
16/9/2016 10:00;25,932
16/9/2016 10:15;26,207
16/9/2016 10:30;26,496
16/9/2016 10:45;26,522
16/9/2016 11:00;26,317
16/9/2016 11:15;26,833
16/9/2016 11:30;26,981
16/9/2016 11:45;27,237
16/9/2016 12:00;27,506
16/9/2016 12:15;27,753
16/9/2016 12:30;27,990
16/9/2016 12:45;28,168
16/9/2016 13:00;28,230
16/9/2016 13:15;28,998
16/9/2016 13:30;29,506
16/9/2016 13:45;29,710
16/9/2016 14:00;29,253
16/9/2016 14:15;29,147
16/9/2016 14:30;28,783
16/9/2016 14:45;28,241
16/9/2016 15:00;28,263
16/9/2016 15:15;28,141
16/9/2016 15:30;27,763
16/9/2016 15:45;27,780
16/9/2016 16:00;27,967
16/9/2016 16:15;27,798
16/9/2016 16:30;28,041
16/9/2016 16:45;28,026
16/9/2016 17:00;27,958
16/9/2016 17:15;27,953
16/9/2016 17:30;28,159
16/9/2016 17:45;28,045
16/9/2016 18:00;28,039
16/9/2016 18:15;27,709
16/9/2016 18:30;27,456
16/9/2016 18:45;26,944
16/9/2016 19:00;26,290
16/9/2016 19:15;25,586
16/9/2016 19:30;24,869
16/9/2016 19:45;24,168
16/9/2016 20:00;23,563
16/9/2016 20:15;23,111
16/9/2016 20:30;22,825
16/9/2016 20:45;22,658
16/9/2016 21:00;22,624
16/9/2016 21:15;22,498
16/9/2016 21:30;22,277
16/9/2016 21:45;21,931
16/9/2016 22:00;21,931
16/9/2016 22:15;22,139
16/9/2016 22:30;22,222
16/9/2016 22:45;22,053
16/9/2016 23:00;21,879
16/9/2016 23:15;21,734
16/9/2016 23:30;21,738
16/9/2016 23:45;21,894
17/9/2016 00:00;21,823
17/9/2016 00:15;21,692
17/9/2016 00:30;21,547
17/9/2016 00:45;21,277
17/9/2016 01:00;21,125
17/9/2016 01:15;21,271
17/9/2016 01:30;21,230
17/9/2016 01:45;21,145
17/9/2016 02:00;21,083
17/9/2016 02:15;21,181
17/9/2016 02:30;21,115
17/9/2016 02:45;21,131
17/9/2016 03:00;21,071
17/9/2016 03:15;20,952
17/9/2016 03:30;21,049
17/9/2016 03:45;21,230
17/9/2016 04:00;21,106
17/9/2016 04:15;20,910
17/9/2016 04:30;20,962
17/9/2016 04:45;20,966
17/9/2016 05:00;20,850
17/9/2016 05:15;20,874
17/9/2016 05:30;20,841
17/9/2016 05:45;20,632
17/9/2016 06:00;20,536
17/9/2016 06:15;20,684
17/9/2016 06:30;20,767
17/9/2016 06:45;20,744
17/9/2016 07:00;20,767
17/9/2016 07:15;20,731
17/9/2016 07:30;20,624
17/9/2016 07:45;20,704
17/9/2016 08:00;21,115
17/9/2016 08:15;21,771
17/9/2016 08:30;22,330
17/9/2016 08:45;22,972
17/9/2016 09:00;23,899
17/9/2016 09:15;24,693
17/9/2016 09:30;24,733
17/9/2016 09:45;24,583
17/9/2016 10:00;24,681
17/9/2016 10:15;24,611
17/9/2016 10:30;24,150
17/9/2016 10:45;24,491
17/9/2016 11:00;25,433
17/9/2016 11:15;24,891
17/9/2016 11:30;24,290
17/9/2016 11:45;24,645
17/9/2016 12:00;25,195
17/9/2016 12:15;25,384
17/9/2016 12:30;25,573
17/9/2016 12:45;27,104
17/9/2016 13:00;27,100
17/9/2016 13:15;27,200
17/9/2016 13:30;27,802
17/9/2016 13:45;28,384
17/9/2016 14:00;29,078
17/9/2016 14:15;29,437
17/9/2016 14:30;29,635
17/9/2016 14:45;29,916
17/9/2016 15:00;30,190
17/9/2016 15:15;30,097
17/9/2016 15:30;28,994
17/9/2016 15:45;28,512
17/9/2016 16:00;28,516
17/9/2016 16:15;28,424
17/9/2016 16:30;28,444
17/9/2016 16:45;28,206
17/9/2016 17:00;28,088
17/9/2016 17:15;28,062
17/9/2016 17:30;27,763
17/9/2016 17:45;27,544
17/9/2016 18:00;27,535
17/9/2016 18:15;27,264
17/9/2016 18:30;26,920
17/9/2016 18:45;26,336
17/9/2016 19:00;25,709
17/9/2016 19:15;25,173
17/9/2016 19:30;24,736
17/9/2016 19:45;24,339
17/9/2016 20:00;24,085
17/9/2016 20:15;23,998
17/9/2016 20:30;23,888
17/9/2016 20:45;23,831
17/9/2016 21:00;23,710
17/9/2016 21:15;23,628
17/9/2016 21:30;23,546
17/9/2016 21:45;23,432
17/9/2016 22:00;23,348
17/9/2016 22:15;23,290
17/9/2016 22:30;23,222
17/9/2016 22:45;23,185
17/9/2016 23:00;23,013
17/9/2016 23:15;23,008
17/9/2016 23:30;22,966
17/9/2016 23:45;22,919
18/9/2016 00:00;22,835
18/9/2016 00:15;22,836
18/9/2016 00:30;22,823
18/9/2016 00:45;22,861
18/9/2016 01:00;22,980
18/9/2016 01:15;23,058
18/9/2016 01:30;23,013
18/9/2016 01:45;22,942
18/9/2016 02:00;22,900
18/9/2016 02:15;22,764
18/9/2016 02:30;22,663
18/9/2016 02:45;22,700
18/9/2016 03:00;22,638
18/9/2016 03:15;22,576
18/9/2016 03:30;22,629
18/9/2016 03:45;22,560
18/9/2016 04:00;22,111
18/9/2016 04:15;21,620
18/9/2016 04:30;21,439
18/9/2016 04:45;21,609
18/9/2016 05:00;21,833
18/9/2016 05:15;22,035
18/9/2016 05:30;21,980
18/9/2016 05:45;21,997
18/9/2016 06:00;22,274
18/9/2016 06:15;22,512
18/9/2016 06:30;22,492
18/9/2016 06:45;22,619
18/9/2016 07:00;22,803
18/9/2016 07:15;22,816
18/9/2016 07:30;22,689
18/9/2016 07:45;22,733
18/9/2016 08:00;22,783
18/9/2016 08:15;22,854
18/9/2016 08:30;22,700
18/9/2016 08:45;22,505
18/9/2016 09:00;22,038
18/9/2016 09:15;21,643
18/9/2016 09:30;21,372
18/9/2016 09:45;21,225
18/9/2016 10:00;21,167
18/9/2016 10:15;21,399
18/9/2016 10:30;22,078
18/9/2016 10:45;22,247
18/9/2016 11:00;22,830
18/9/2016 11:15;23,290
18/9/2016 11:30;24,121
18/9/2016 11:45;24,485
18/9/2016 12:00;25,471
18/9/2016 12:15;25,821
18/9/2016 12:30;25,818
18/9/2016 12:45;25,792
18/9/2016 13:00;25,730
18/9/2016 13:15;26,104
18/9/2016 13:30;27,055
18/9/2016 13:45;26,507
18/9/2016 14:00;26,204
18/9/2016 14:15;26,290
18/9/2016 14:30;26,116
18/9/2016 14:45;26,174
18/9/2016 15:00;26,981
18/9/2016 15:15;27,159
18/9/2016 15:30;27,031
18/9/2016 15:45;26,528
18/9/2016 16:00;25,832
18/9/2016 16:15;25,857
18/9/2016 16:30;26,156
18/9/2016 16:45;25,811
18/9/2016 17:00;26,063
18/9/2016 17:15;26,172
18/9/2016 17:30;25,926
18/9/2016 17:45;26,208
18/9/2016 18:00;26,543
18/9/2016 18:15;26,247
18/9/2016 18:30;25,974
18/9/2016 18:45;25,299
18/9/2016 19:00;24,552
18/9/2016 19:15;24,134
18/9/2016 19:30;23,714
18/9/2016 19:45;23,271
18/9/2016 20:00;22,933
18/9/2016 20:15;22,741
18/9/2016 20:30;22,645
18/9/2016 20:45;22,514
18/9/2016 21:00;22,439
18/9/2016 21:15;22,369
18/9/2016 21:30;22,287
18/9/2016 21:45;22,379
18/9/2016 22:00;22,463
18/9/2016 22:15;22,508
18/9/2016 22:30;22,518
18/9/2016 22:45;22,397
18/9/2016 23:00;22,208
18/9/2016 23:15;22,098
18/9/2016 23:30;22,006
18/9/2016 23:45;22,072
19/9/2016 00:00;22,114
19/9/2016 00:15;22,120
19/9/2016 00:30;22,208
19/9/2016 00:45;22,225
19/9/2016 01:00;22,278
19/9/2016 01:15;22,281
19/9/2016 01:30;22,296
19/9/2016 01:45;22,224
19/9/2016 02:00;22,228
19/9/2016 02:15;22,244
19/9/2016 02:30;22,248
19/9/2016 02:45;22,170
19/9/2016 03:00;22,100
19/9/2016 03:15;22,193
19/9/2016 03:30;22,530
19/9/2016 03:45;22,783
19/9/2016 04:00;22,916
19/9/2016 04:15;22,694
19/9/2016 04:30;20,874
19/9/2016 04:45;18,547
19/9/2016 05:00;17,795
19/9/2016 05:15;17,485
19/9/2016 05:30;17,360
19/9/2016 05:45;17,271
19/9/2016 06:00;17,282
19/9/2016 06:15;17,371
19/9/2016 06:30;17,595
19/9/2016 06:45;17,614
19/9/2016 07:00;17,622
19/9/2016 07:15;17,723
19/9/2016 07:30;18,214
19/9/2016 07:45;18,698
19/9/2016 08:00;18,958
19/9/2016 08:15;19,051
19/9/2016 08:30;19,566
19/9/2016 08:45;20,744
19/9/2016 09:00;21,616
19/9/2016 09:15;22,453
19/9/2016 09:30;23,101
19/9/2016 09:45;23,777
19/9/2016 10:00;24,274
19/9/2016 10:15;24,671
19/9/2016 10:30;24,684
19/9/2016 10:45;24,206
19/9/2016 11:00;23,162
19/9/2016 11:15;22,799
19/9/2016 11:30;23,650
19/9/2016 11:45;24,194
19/9/2016 12:00;24,765
19/9/2016 12:15;25,309
19/9/2016 12:30;25,455
19/9/2016 12:45;25,222
19/9/2016 13:00;25,577
19/9/2016 13:15;25,408
19/9/2016 13:30;25,331
19/9/2016 13:45;25,996
19/9/2016 14:00;26,195
19/9/2016 14:15;26,282
19/9/2016 14:30;26,562
19/9/2016 14:45;26,730
19/9/2016 15:00;26,805
19/9/2016 15:15;26,452
19/9/2016 15:30;26,532
19/9/2016 15:45;26,422
19/9/2016 16:00;26,190
19/9/2016 16:15;26,202
19/9/2016 16:30;26,432
19/9/2016 16:45;26,596
19/9/2016 17:00;26,315
19/9/2016 17:15;25,393
19/9/2016 17:30;25,076
19/9/2016 17:45;25,265
19/9/2016 18:00;26,061
19/9/2016 18:15;25,796
19/9/2016 18:30;25,452
19/9/2016 18:45;24,758
19/9/2016 19:00;23,816
19/9/2016 19:15;22,826
19/9/2016 19:30;22,196
19/9/2016 19:45;21,740
19/9/2016 20:00;21,444
19/9/2016 20:15;21,270
19/9/2016 20:30;21,312
19/9/2016 20:45;21,380
19/9/2016 21:00;21,425
19/9/2016 21:15;21,478
19/9/2016 21:30;21,536
19/9/2016 21:45;21,534
19/9/2016 22:00;19,974
19/9/2016 22:15;18,643
19/9/2016 22:30;18,095
19/9/2016 22:45;17,766
19/9/2016 23:00;17,610
19/9/2016 23:15;17,508
19/9/2016 23:30;17,475
19/9/2016 23:45;17,326
20/9/2016 00:00;17,189
20/9/2016 00:15;17,063
20/9/2016 00:30;17,057
20/9/2016 00:45;17,340
20/9/2016 01:00;17,469
20/9/2016 01:15;17,683
20/9/2016 01:30;17,960
20/9/2016 01:45;18,073
20/9/2016 02:00;18,177
20/9/2016 02:15;18,156
20/9/2016 02:30;18,248
20/9/2016 02:45;18,269
20/9/2016 03:00;18,394
20/9/2016 03:15;18,410
20/9/2016 03:30;18,465
20/9/2016 03:45;18,493
20/9/2016 04:00;18,493
20/9/2016 04:15;18,464
20/9/2016 04:30;18,400
20/9/2016 04:45;18,349
20/9/2016 05:00;18,363
20/9/2016 05:15;18,344
20/9/2016 05:30;18,388
20/9/2016 05:45;18,381
20/9/2016 06:00;18,444
20/9/2016 06:15;18,403
20/9/2016 06:30;18,219
20/9/2016 06:45;17,739
20/9/2016 07:00;17,397
